METAPHORS,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,SUM,AVERAGE,VARIANCE,
hiver,3,1,4,0,0,5,7,5,7,0,0,1,3,6,0,4,3,0,1,1,6,0,3,1,0,1,5,5,5,4,2,0,0,0,6,5,6,4,2,1,1,4,4,6,7,0,1,1,7,3,0,0,2,0,4,2,3,0,0,0,3,0,2,1,2,0,3,2,4,5,2,5,0,0,1,2,0,2,0,0,4,1,7,0,0,3,0,5,0,2,4,1,7,220,2.365591398,5.190977092,
ininterrompu,2,6,4,0,0,4,5,0,3,0,3,3,1,7,0,1,0,0,3,0,7,0,4,5,0,4,1,5,3,4,5,0,5,0,0,0,1,1,1,2,0,1,5,0,4,1,0,7,1,5,1,0,0,1,3,0,0,0,2,1,5,3,2,2,1,0,4,4,6,2,0,5,6,0,6,2,0,2,2,6,6,2,6,0,2,2,1,1,2,1,7,2,8,220,2.365591398,5.212716223,
stress,1,0,1,0,3,1,6,0,7,2,1,4,1,6,1,0,4,0,5,0,4,0,2,1,1,5,2,3,1,5,7,0,8,0,5,1,3,5,4,0,3,1,0,0,4,2,0,4,4,0,0,0,1,3,2,0,5,5,0,1,6,2,4,0,1,2,1,5,5,4,0,7,0,0,2,0,0,6,5,0,4,8,4,2,6,4,0,1,1,2,3,0,0,220,2.365591398,5.299672744,
dehors et dedans,2,6,0,6,6,0,0,6,2,0,6,1,2,6,4,0,4,4,1,1,0,3,3,5,0,3,7,4,2,3,0,0,3,0,0,5,1,3,5,1,2,5,0,6,0,0,1,0,0,3,0,0,3,2,4,1,1,0,1,6,0,2,2,0,0,0,5,5,3,6,7,0,5,0,5,0,0,0,4,0,0,2,2,0,1,0,4,6,3,3,8,0,8,221,2.376344086,5.672043011,
désordre,0,3,1,6,2,4,0,0,6,0,3,4,4,6,0,0,2,0,3,0,2,0,3,1,0,6,5,5,1,3,2,0,6,2,6,1,8,3,3,2,0,6,0,6,0,5,0,6,2,1,0,0,2,3,5,5,1,0,0,2,5,0,2,0,5,3,2,5,6,3,1,1,0,0,6,0,0,1,0,5,4,0,2,5,2,0,0,3,0,4,0,3,6,221,2.376344086,5.106825619,
large,3,6,0,3,6,0,0,1,2,0,2,7,0,7,1,3,0,4,0,5,0,4,5,4,0,6,5,1,4,1,0,5,5,0,0,8,6,5,2,0,1,5,3,7,5,0,4,1,1,6,0,2,5,0,0,2,1,4,0,7,0,0,1,0,6,0,1,5,4,3,7,0,0,4,5,0,0,0,4,0,0,0,4,4,0,0,0,3,0,2,0,3,0,221,2.376344086,5.954651706,
redressement,3,4,0,2,5,2,0,2,6,0,6,4,2,3,4,0,0,4,0,4,3,6,1,3,0,5,6,3,5,0,0,2,1,0,1,4,5,0,6,0,2,4,3,6,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,6,3,1,1,0,5,0,3,6,5,5,8,5,5,7,5,0,3,0,6,0,0,0,0,3,0,1,0,3,0,6,7,1,0,221,2.376344086,5.411173446,
stylisé,2,2,4,0,3,7,7,3,5,0,0,2,6,6,1,0,5,5,2,4,8,0,5,1,6,2,2,2,3,5,1,0,0,6,6,4,1,3,6,6,0,5,2,6,1,0,0,2,4,1,0,0,0,0,2,0,0,0,0,0,4,0,2,0,0,1,2,2,5,5,0,7,8,0,1,2,0,2,0,4,0,2,1,0,4,0,2,1,3,3,4,2,0,221,2.376344086,5.454651706,
vide,2,4,3,0,0,5,0,6,1,8,5,3,5,7,0,0,2,0,1,3,4,0,1,3,0,2,4,4,2,3,3,0,4,0,7,3,7,1,1,7,0,1,4,3,0,5,0,4,2,2,0,0,3,2,6,0,3,0,0,7,2,0,2,0,0,4,3,6,8,3,1,0,0,0,5,0,8,2,0,0,0,4,4,0,0,6,5,1,3,0,0,1,0,221,2.376344086,5.780738663,
impatience,5,3,1,4,5,2,0,1,3,0,4,6,4,8,3,0,0,1,0,4,3,3,2,5,0,3,5,2,6,4,0,0,5,6,1,8,5,3,0,1,0,8,1,7,3,0,3,3,1,2,0,0,0,0,6,1,4,0,2,3,0,0,4,0,1,3,1,5,3,4,7,0,0,0,1,0,0,2,2,3,6,2,2,5,0,0,0,1,0,1,0,2,7,222,2.387096774,5.39200561,
dévasté,1,2,0,1,2,2,6,1,7,8,7,6,0,7,1,1,3,1,2,4,0,2,1,7,0,3,4,1,2,1,0,4,3,1,3,6,1,4,1,5,4,2,3,1,4,1,0,7,2,0,0,1,0,2,1,2,7,5,1,6,3,2,1,1,3,0,2,3,3,3,1,5,0,0,6,0,0,1,0,4,5,0,2,4,3,0,0,2,1,4,0,3,1,223,2.397849462,4.720430108,
lumière au fond d'un long couloir,3,3,3,2,0,6,6,4,1,0,6,3,6,6,4,3,0,1,0,7,4,0,1,5,0,0,6,0,2,2,0,0,6,0,7,2,6,3,5,1,1,0,5,8,5,4,0,4,4,6,1,0,4,0,5,3,1,0,1,2,2,0,0,5,2,0,2,2,2,2,0,0,0,0,0,0,0,4,0,6,0,7,6,0,0,0,0,4,0,0,0,4,7,223,2.397849462,5.937821412,
solennel,3,7,5,5,0,6,4,0,1,0,3,1,1,7,0,6,1,4,2,0,2,0,5,3,0,5,5,8,2,3,8,0,4,6,6,0,3,5,5,3,0,4,3,6,6,3,0,1,1,2,0,0,0,0,2,0,5,0,0,2,7,0,1,0,0,0,3,3,4,4,1,2,7,0,3,1,0,0,0,0,2,3,3,0,4,0,1,4,0,0,1,5,0,223,2.397849462,5.633473586,
feu,2,1,1,5,0,3,6,0,1,0,2,1,6,7,0,0,1,0,2,3,4,0,3,1,0,4,6,1,2,1,8,0,3,6,0,3,8,6,5,7,0,6,1,5,5,2,0,2,0,2,0,3,0,0,4,7,6,0,0,0,8,0,2,7,1,2,2,6,1,5,0,6,0,0,2,0,0,1,0,0,0,3,6,4,4,0,0,3,0,6,0,3,0,224,2.408602151,6.374707807,
petites respirations,5,3,4,0,5,5,0,3,8,3,1,5,5,3,3,0,0,1,0,0,2,5,4,2,2,2,4,2,3,4,1,8,7,0,1,4,1,4,1,1,2,3,1,0,1,6,3,4,3,2,0,2,2,0,3,2,4,1,3,1,0,0,3,6,0,3,2,4,1,5,4,0,0,0,0,0,0,5,5,3,4,0,4,0,0,0,2,2,2,3,5,0,6,224,2.408602151,4.244273025,
agilité,4,4,0,1,4,4,3,2,6,0,1,7,1,3,2,4,0,2,0,2,5,3,1,6,0,4,3,4,7,3,0,2,0,0,4,8,5,5,2,0,0,3,4,7,5,0,7,5,2,4,0,0,1,2,0,1,6,2,1,4,3,0,0,0,0,0,4,4,4,5,7,1,0,0,0,0,0,2,4,0,2,4,3,0,0,0,2,0,0,3,0,3,8,225,2.419354839,5.311360449,
pesanteur (non-pesanteur),0,2,6,5,2,5,0,2,5,1,2,5,0,2,1,3,4,3,0,2,0,4,1,5,4,6,7,2,1,4,1,0,4,2,3,7,1,0,4,0,0,1,0,6,5,1,2,5,4,2,0,0,1,1,3,4,6,0,1,7,0,0,0,2,3,0,5,5,4,3,6,3,0,0,3,0,3,3,3,1,2,0,4,3,2,0,2,3,2,0,0,2,6,225,2.419354839,4.311360449,
petits pas,5,6,3,0,0,8,5,0,2,2,4,1,1,0,8,0,3,0,2,0,2,3,6,2,3,1,2,5,1,4,2,0,2,8,7,2,2,3,1,1,0,1,6,6,3,3,2,7,1,4,1,0,2,0,1,7,1,0,0,4,3,0,2,2,4,1,2,3,8,5,0,5,0,0,1,2,0,2,7,0,0,0,2,0,1,0,2,1,0,6,2,1,7,225,2.419354839,5.637447405,
éloignement,0,1,3,5,0,3,5,5,1,0,3,5,6,8,0,0,2,0,2,0,2,0,3,1,0,3,4,6,1,4,1,0,8,0,7,0,5,6,3,7,0,1,5,4,2,3,0,0,6,1,0,5,2,3,1,0,6,0,1,2,6,0,1,1,1,4,2,4,6,3,0,8,0,0,5,4,0,1,0,0,5,0,6,0,0,8,0,2,0,0,2,4,0,225,2.419354839,6.137447405,
s'accrocher,5,3,0,0,7,3,2,2,5,0,1,7,0,4,6,0,0,2,0,7,0,7,1,5,0,2,6,3,4,1,0,6,0,0,3,7,5,3,6,0,0,6,4,3,1,2,4,2,2,5,0,3,1,0,0,1,3,0,2,3,1,0,2,6,0,2,0,4,4,5,7,3,0,6,2,0,0,0,3,0,5,0,3,6,4,0,0,2,0,5,0,1,0,226,2.430107527,5.530388032,
forêt,5,2,1,3,0,6,7,1,5,0,0,2,4,6,0,1,5,1,1,0,5,0,3,1,1,0,5,1,4,1,2,0,0,0,8,5,6,3,2,1,4,4,1,8,6,7,0,0,3,3,0,2,3,0,5,0,6,0,1,0,7,3,3,0,1,1,7,5,4,5,0,8,0,0,3,0,0,1,0,2,0,0,6,0,0,0,1,4,0,5,1,1,8,227,2.440860215,6.336138382,
lutter,1,0,3,0,0,6,0,0,1,0,6,2,6,6,0,6,1,4,3,0,5,0,1,1,0,5,1,6,2,2,1,0,6,0,3,0,8,2,7,7,0,6,3,6,5,2,0,1,0,0,0,5,1,1,3,0,6,0,0,3,6,0,1,5,2,2,1,5,3,4,2,3,0,0,3,6,0,0,0,0,6,7,2,0,0,5,0,5,0,6,7,2,0,227,2.440860215,6.249181861,
travailler,5,6,3,2,0,6,5,5,8,0,7,1,5,1,0,7,6,0,5,0,3,0,6,1,0,4,2,3,3,4,5,0,6,0,1,0,5,5,3,0,3,3,5,4,5,3,0,3,3,6,0,0,0,0,1,0,4,3,0,1,4,0,5,0,0,6,2,4,5,3,2,1,0,0,0,5,0,2,2,0,3,6,0,3,1,0,1,0,1,1,0,3,0,227,2.440860215,5.292660122,
fatigué,0,0,1,1,0,2,4,6,1,1,7,2,3,4,1,1,5,1,1,0,2,0,2,1,7,1,4,4,2,2,8,0,2,0,6,1,5,3,2,8,5,3,3,1,5,3,0,6,2,1,0,0,2,3,2,7,5,6,0,2,6,0,4,2,5,2,2,3,2,2,1,4,0,1,5,0,3,1,0,0,2,4,1,0,3,2,0,2,2,6,0,0,6,228,2.451612903,4.750350631,
nu,4,7,2,4,3,5,4,0,7,0,0,0,5,6,0,8,3,6,0,0,4,1,2,6,0,6,2,4,1,1,2,1,4,6,1,4,8,3,1,3,0,7,3,4,1,0,7,1,2,8,0,0,0,0,5,0,1,0,0,0,5,0,2,0,5,0,5,7,2,4,0,8,0,0,2,2,0,0,0,0,2,3,0,0,0,2,2,1,0,6,7,0,0,228,2.451612903,6.663394109,
plonger,2,3,0,5,6,6,2,1,0,0,1,1,0,6,6,6,0,0,1,2,0,3,1,7,0,5,6,1,5,0,0,0,0,0,3,0,1,2,4,4,1,7,2,7,4,2,1,1,2,2,0,0,3,0,0,5,6,2,5,5,5,1,2,1,7,0,5,5,3,5,6,3,7,0,5,0,6,0,0,6,0,2,1,0,2,0,0,4,0,4,0,3,1,229,2.462365591,5.664329126,
pluie légère,3,1,3,2,0,5,8,0,2,0,0,2,8,8,0,2,3,2,2,0,3,0,3,4,0,1,3,4,4,1,2,0,1,6,1,4,6,4,3,7,0,4,5,8,2,2,0,5,4,2,0,2,4,1,7,0,3,1,0,1,6,0,3,4,6,2,3,4,3,5,4,8,0,0,4,4,0,2,0,0,2,0,4,1,0,0,0,2,0,1,0,2,0,229,2.462365591,5.38172043,
pré,0,2,4,1,0,5,8,3,6,0,0,1,6,4,0,0,6,4,1,0,4,0,3,2,0,2,6,2,3,0,2,0,0,0,8,5,8,5,2,7,5,4,1,7,6,5,0,0,5,8,0,0,3,4,3,0,1,0,0,0,5,4,1,1,2,0,1,5,6,6,0,7,0,0,0,4,0,1,0,1,0,0,3,0,0,2,0,3,0,6,0,1,8,229,2.462365591,6.794763908,
sombre,2,2,1,3,0,4,5,0,1,0,2,2,3,7,0,0,2,1,0,8,7,0,2,1,0,7,4,6,1,2,1,0,0,0,6,0,6,1,2,6,2,4,2,4,7,4,0,8,3,0,0,3,0,3,5,3,5,0,0,1,6,1,2,1,0,1,4,4,6,3,0,2,0,0,6,7,0,1,4,0,2,4,2,0,3,3,1,5,0,3,0,3,6,229,2.462365591,5.533894343,
osciller,0,8,5,5,0,5,4,5,2,0,5,5,3,6,0,3,3,0,1,0,4,0,3,2,0,2,5,5,1,4,0,0,5,7,1,0,2,2,3,1,0,6,3,7,3,0,2,7,4,1,1,0,0,0,2,1,4,0,2,4,4,0,2,5,2,1,3,4,6,1,0,4,5,0,6,0,0,1,0,6,2,4,6,0,0,0,3,3,0,4,2,4,0,232,2.494623656,5.035296868,
sursauter,7,4,2,3,6,1,1,5,2,0,2,3,1,7,3,3,0,1,0,5,0,7,4,5,6,2,2,1,4,6,0,3,0,8,2,5,5,1,0,0,1,4,4,7,7,3,5,8,2,7,0,0,0,0,3,1,0,3,0,5,0,0,1,0,0,3,1,5,5,5,0,2,2,0,3,0,0,3,2,0,2,0,2,3,1,0,0,6,0,1,1,0,8,233,2.505376344,5.926601216,
mort,2,0,1,1,1,1,7,6,1,7,1,6,1,8,0,6,1,1,0,8,5,0,2,1,0,5,6,6,1,2,1,1,0,0,6,0,8,0,4,0,4,6,4,0,7,2,0,1,3,0,0,1,5,2,4,0,3,0,0,2,5,4,2,0,2,2,2,7,1,3,1,6,0,0,7,0,0,5,0,0,5,4,5,2,1,6,0,1,0,3,0,4,5,234,2.516129032,6.33941094,
rebondir,1,5,4,1,1,7,0,5,3,0,5,4,6,6,0,0,2,4,0,0,2,0,4,5,0,0,4,6,2,3,4,0,5,7,0,0,6,3,4,3,0,7,0,4,6,2,2,6,5,2,0,0,0,0,2,0,1,0,0,0,6,0,3,3,8,3,1,3,4,6,0,8,0,0,5,5,0,4,0,3,3,0,2,3,1,0,0,0,0,2,8,4,0,234,2.516129032,6.035063114,
s'étirer,2,1,6,0,2,6,5,0,5,0,2,3,6,3,5,0,4,0,1,0,3,0,5,2,0,4,5,6,3,3,1,0,4,3,5,5,1,0,4,7,4,7,3,8,0,0,2,0,4,7,0,0,2,3,3,8,0,0,0,0,5,0,0,4,7,2,2,5,6,2,1,7,5,0,1,0,0,1,0,6,5,0,5,0,0,0,1,0,1,4,2,1,0,236,2.537634409,5.968676952,
abandon,0,3,0,4,4,4,2,1,3,3,4,6,0,7,3,0,0,1,1,3,0,1,4,5,0,5,6,1,3,6,1,4,0,7,1,5,3,4,1,4,4,4,2,0,6,0,2,1,5,2,0,0,1,3,8,3,6,0,6,3,0,1,1,3,0,0,2,1,1,5,7,5,0,0,5,0,0,6,0,7,0,1,3,7,0,0,4,5,0,2,0,5,0,237,2.548387097,5.489481066,
inaccessible,3,1,7,3,5,0,3,3,6,0,2,6,0,7,3,1,0,4,0,4,0,4,3,4,0,5,5,3,5,6,0,7,0,0,1,7,3,2,1,0,2,5,5,6,2,4,0,2,2,0,0,4,4,0,2,6,3,0,6,5,1,0,0,0,7,6,1,3,3,5,5,5,0,0,3,0,0,1,0,0,6,0,3,3,1,0,1,7,1,1,2,0,0,237,2.548387097,5.532959327,
stabilité,4,3,6,5,0,5,6,0,1,0,6,4,3,2,0,4,6,0,5,0,4,0,4,6,4,2,2,2,3,4,1,0,5,0,0,0,5,3,4,1,0,6,3,5,1,4,0,3,7,6,0,3,4,5,2,0,2,2,0,4,3,2,1,4,0,0,1,4,3,5,0,7,4,0,1,5,3,3,2,0,0,1,0,0,0,1,0,2,2,4,5,1,7,238,2.559139785,4.7057036,
vent qui se lève,1,2,2,2,5,6,0,2,0,2,4,5,0,5,3,0,0,3,0,5,0,3,3,3,0,3,1,3,4,2,0,0,2,8,3,8,7,3,1,3,0,7,7,6,6,0,3,5,3,2,0,0,6,1,0,4,5,1,1,5,0,0,2,2,7,0,3,6,3,2,7,3,0,4,4,0,0,3,0,8,0,0,5,3,2,0,0,2,0,5,0,1,0,238,2.559139785,5.7057036,
neige,1,1,3,2,0,6,8,2,5,0,6,1,3,7,0,1,5,0,2,0,6,0,4,2,0,2,5,5,4,1,2,0,0,4,6,8,6,3,1,1,6,4,3,5,7,1,0,5,7,3,0,1,0,0,5,2,3,0,0,6,6,3,3,0,0,0,4,2,6,6,0,2,0,0,3,6,0,3,0,0,1,0,0,0,0,8,0,5,0,1,0,1,8,239,2.569892473,6.552127162,
contraction de ma gorge,4,2,2,0,5,8,0,6,7,3,5,1,2,7,0,0,6,1,2,3,0,4,3,2,5,4,4,3,5,1,0,7,6,5,1,4,2,4,6,0,4,4,2,0,0,0,1,8,1,8,0,0,1,5,3,1,5,0,0,1,6,0,2,4,8,0,2,6,1,3,6,0,0,0,1,0,0,1,3,0,4,0,1,3,0,1,0,6,2,2,0,4,0,240,2.580645161,6.007012623,
malice,1,6,2,2,6,2,6,0,1,0,6,1,7,6,2,4,3,2,1,0,5,0,3,2,0,5,4,0,1,2,3,0,3,6,5,3,4,5,2,4,0,8,2,4,4,1,0,4,2,2,1,0,0,0,1,8,5,0,0,0,2,5,2,0,2,0,4,5,3,5,0,7,0,0,6,4,0,2,3,0,3,1,5,2,5,0,0,0,0,0,7,3,7,240,2.580645161,5.485273492,
dans une forêt,1,2,0,6,5,5,2,1,0,1,5,7,0,5,6,1,0,1,0,3,0,5,1,1,0,3,1,6,4,5,0,0,3,8,5,7,6,1,0,6,0,8,7,5,5,0,2,1,2,3,0,0,4,1,0,5,6,0,0,7,1,3,4,0,5,0,2,5,2,6,8,1,2,0,5,0,0,2,1,0,0,1,5,0,2,0,1,5,0,3,0,0,8,241,2.591397849,6.613838242,
somnoler,0,4,4,0,3,5,6,6,6,2,7,1,1,6,0,1,2,3,4,2,2,1,4,1,0,4,5,4,4,4,7,0,4,0,4,3,1,4,1,8,2,2,5,4,4,2,3,2,1,2,0,0,1,2,1,0,4,4,0,3,3,0,3,1,6,0,1,2,6,4,2,7,0,0,0,5,2,2,0,0,2,3,5,0,4,2,0,5,4,1,0,0,5,241,2.591397849,4.50514259,
révolte,3,2,0,2,3,5,0,1,3,0,1,6,2,4,4,4,0,2,0,7,0,3,1,6,0,2,3,3,3,3,0,0,6,7,2,8,8,5,6,1,4,4,1,6,6,0,2,3,5,0,1,6,0,0,0,6,5,1,0,7,0,0,2,0,4,0,2,7,1,5,0,5,0,0,4,0,0,2,6,0,2,3,5,0,0,5,2,6,0,7,0,1,0,242,2.602150538,6.111734455,
approche,5,5,4,2,6,2,0,3,6,0,3,7,0,5,1,3,1,3,0,3,4,5,2,2,0,4,6,1,5,0,0,4,7,6,2,0,4,4,7,0,1,1,0,7,6,0,2,2,3,4,0,0,0,0,4,1,5,0,3,5,0,3,2,5,0,0,1,5,3,5,8,0,8,0,2,0,7,0,3,7,0,4,2,0,0,0,0,1,1,3,5,1,1,243,2.612903226,5.826788219,
campagne,1,5,0,2,6,6,5,4,2,0,4,5,0,6,7,2,6,2,0,5,0,3,8,1,0,6,2,5,3,2,0,0,1,8,5,8,6,1,2,6,3,4,1,4,8,2,3,0,0,5,0,0,3,0,1,6,0,0,0,5,1,3,3,0,1,0,3,2,4,6,6,0,0,6,3,0,1,1,0,0,3,1,2,3,1,0,0,3,0,1,0,1,8,243,2.612903226,6.218092567,
chemin,1,3,5,5,0,5,0,0,6,0,0,2,5,7,0,0,4,0,3,0,4,0,3,3,0,1,6,1,2,3,2,0,0,0,8,4,6,4,1,8,2,6,5,6,2,6,0,0,4,3,0,1,3,0,2,0,3,0,0,3,4,3,3,1,1,2,4,5,2,6,1,6,3,0,2,5,2,3,0,3,3,4,1,0,0,8,0,1,1,5,8,1,7,243,2.612903226,5.674614306,
gorge,7,3,4,3,0,5,8,0,5,0,4,4,1,4,6,4,0,2,1,0,3,0,4,2,0,2,5,5,3,5,2,0,3,5,0,0,5,5,3,7,0,0,4,3,0,0,1,5,4,8,0,0,0,2,1,5,1,0,4,2,2,0,5,7,2,0,1,4,8,3,0,8,0,3,3,0,0,2,0,0,3,0,6,1,7,0,0,5,2,1,4,7,0,244,2.623655914,6.041608228,
quelqu'un qui meurt,4,1,5,0,1,6,6,1,4,6,7,3,1,7,8,1,2,1,7,4,0,2,1,5,2,5,6,1,1,1,0,0,1,8,0,7,0,3,2,6,3,0,1,0,7,1,3,3,1,0,0,0,0,4,0,2,1,1,2,5,0,0,1,3,4,4,1,5,3,7,1,3,1,0,4,0,0,7,0,5,6,3,6,4,1,7,0,2,0,0,2,5,0,245,2.634408602,6.125759701,
élargissement,3,7,6,0,0,8,4,0,5,1,1,5,7,7,0,3,1,7,3,0,4,0,5,3,0,6,7,2,4,4,0,0,0,7,0,4,8,6,3,1,0,6,0,6,0,3,0,1,4,5,0,0,3,0,5,0,1,0,1,1,6,0,0,6,4,0,4,5,5,5,0,8,0,0,0,5,4,1,0,6,0,0,3,0,0,0,0,6,0,0,1,2,6,245,2.634408602,7.169237962,
attente,3,7,5,1,0,6,5,0,7,0,6,3,2,6,0,0,3,1,5,0,5,0,2,1,0,5,6,5,2,3,4,0,6,1,0,2,3,1,3,7,0,3,3,4,2,5,3,3,4,2,0,0,2,1,4,6,5,0,2,4,5,3,3,0,0,2,1,3,7,5,0,6,0,0,5,3,5,2,4,0,3,0,4,1,2,0,0,3,1,1,6,2,0,246,2.64516129,4.861851332,
respiration saccadée,4,5,1,0,3,1,6,3,1,0,7,1,7,5,5,5,0,0,5,2,4,0,3,1,8,1,4,5,3,3,6,0,7,0,5,1,6,1,6,7,0,5,3,5,0,3,0,6,2,8,0,0,0,2,1,0,1,0,0,2,5,0,3,8,0,3,2,6,5,4,1,6,0,0,0,0,0,2,0,4,2,0,5,3,1,0,2,4,3,4,2,1,0,246,2.64516129,5.970546985,
interrogatif,4,1,0,0,5,8,6,1,7,8,4,7,0,6,2,0,0,3,0,2,0,3,5,3,0,3,5,6,4,1,0,5,6,4,0,0,2,3,0,2,3,7,0,5,1,2,3,6,1,0,0,0,7,3,4,1,0,0,5,3,1,3,1,0,5,4,5,3,3,4,6,0,7,0,0,0,0,3,4,2,6,0,2,1,2,0,1,4,0,6,2,4,1,247,2.655913978,5.749883123,
entourer,3,8,6,2,0,7,6,0,1,0,7,2,2,5,0,7,6,4,1,0,3,0,4,1,0,7,3,6,1,4,4,0,6,7,0,0,8,2,5,4,0,6,2,5,4,5,0,0,6,2,0,0,0,5,3,7,0,0,1,3,7,0,3,0,6,0,4,3,3,4,0,7,0,0,2,0,0,1,3,3,0,0,1,0,0,1,0,3,0,7,6,3,0,248,2.666666667,6.833333333,
debout,3,5,4,2,0,6,6,4,3,0,4,4,7,2,0,0,5,0,4,0,6,4,5,1,0,1,3,6,1,1,7,0,0,8,0,0,5,1,6,6,0,4,2,5,0,5,4,2,5,3,0,0,3,0,1,8,3,0,0,0,5,0,3,0,2,1,0,4,3,3,0,4,4,6,5,0,3,1,0,5,4,0,1,0,3,0,0,3,2,3,8,4,8,250,2.688172043,5.89083684,
frivolité,0,2,6,4,2,4,6,3,3,0,1,1,8,4,3,7,3,0,2,0,4,0,5,3,4,5,3,1,1,1,5,0,6,4,4,0,8,1,2,3,0,6,4,5,5,0,0,5,4,2,0,0,0,4,2,1,0,4,1,1,6,3,4,7,0,0,4,5,6,2,2,5,4,0,5,7,0,2,0,1,6,0,1,0,4,0,0,2,1,4,3,3,0,250,2.688172043,5.195184666,
papillons,0,3,6,2,4,4,8,0,1,0,0,1,2,4,6,0,3,6,2,1,2,6,5,3,1,0,2,6,4,5,1,0,0,3,0,4,6,5,2,4,2,6,0,3,6,1,0,7,6,8,0,0,0,0,1,4,2,2,0,0,5,0,3,8,4,0,1,3,7,4,1,7,0,0,1,0,0,5,0,8,0,0,3,6,0,0,1,2,1,4,5,3,8,250,2.688172043,6.499532492,
rejaillir,3,6,0,4,4,3,0,6,3,0,3,7,1,4,2,3,0,4,0,5,0,6,1,8,0,2,6,3,5,1,0,0,7,3,3,8,3,0,6,0,4,1,0,6,5,0,5,1,2,2,1,0,0,0,0,1,2,0,0,7,4,0,2,5,7,0,3,6,3,3,6,6,6,3,0,0,6,0,2,0,7,3,3,0,4,0,0,3,0,2,4,6,0,251,2.698924731,6.125759701,
tourner,3,5,4,5,0,6,5,7,2,0,4,1,8,6,6,3,0,0,4,0,2,7,5,3,0,2,4,2,3,1,6,0,0,7,0,2,5,4,4,0,0,7,1,4,5,1,0,1,6,4,0,0,0,0,3,8,2,0,0,0,4,0,2,7,3,0,1,3,7,3,0,6,2,0,6,2,6,0,0,4,5,0,3,0,6,0,0,3,3,1,3,3,0,251,2.698924731,6.125759701,
confusion,5,1,5,3,3,3,4,2,3,5,3,6,0,5,2,4,0,2,4,2,0,4,2,5,7,3,6,2,3,0,0,6,2,1,1,4,5,3,7,0,1,6,3,6,4,0,1,2,3,2,0,4,1,2,5,5,4,3,2,2,4,3,1,6,1,1,1,3,5,4,0,0,1,0,5,0,0,3,0,0,6,0,4,0,4,4,0,4,3,3,3,4,0,252,2.709677419,4.012622721,
se caler,5,6,4,5,2,5,2,7,2,0,7,2,1,4,0,2,0,5,0,0,3,0,6,1,0,0,3,5,1,2,5,0,4,5,8,4,5,4,1,5,0,6,5,4,0,0,5,3,6,2,0,0,0,3,1,0,0,0,0,1,4,4,6,0,1,3,0,3,8,5,1,8,6,0,1,7,0,0,0,4,0,2,1,6,4,5,0,3,0,4,0,1,8,252,2.709677419,6.295231417,
effréné,7,2,0,4,4,3,0,1,3,2,3,8,7,1,1,3,2,1,0,5,7,5,4,8,0,5,6,1,4,4,0,4,6,5,4,8,1,4,4,4,4,0,0,7,6,3,1,5,5,0,1,0,3,0,0,3,3,0,0,4,5,3,1,0,2,0,3,5,2,3,4,1,0,0,3,0,1,2,6,0,0,0,1,5,0,0,1,6,2,0,0,3,8,253,2.720430108,5.812295465,
tempête,2,5,0,0,4,4,0,2,5,0,3,6,1,6,1,0,0,2,3,6,0,3,3,5,0,5,4,2,4,8,0,0,1,7,5,8,1,7,7,2,3,6,5,6,7,0,3,1,2,0,0,2,0,0,2,6,4,2,3,6,0,0,0,0,5,0,4,6,4,4,3,5,0,4,1,0,1,1,5,0,4,0,0,3,1,0,1,5,1,7,0,1,8,254,2.731182796,6.198690977,
dans le vague,1,6,6,3,5,6,0,6,1,0,3,1,2,5,0,3,2,4,2,2,6,0,3,1,0,5,2,5,1,6,0,0,0,4,4,3,8,2,2,4,0,6,3,6,0,4,0,3,5,1,0,0,2,0,1,6,0,0,4,6,6,0,3,8,6,0,3,5,6,3,0,6,2,2,1,5,8,0,0,7,2,0,3,0,5,4,0,3,1,2,0,3,0,255,2.741935484,5.780504909,
répétitif,5,1,2,2,0,3,0,0,1,0,3,1,2,5,2,3,3,0,1,3,5,0,6,1,5,5,6,2,3,2,8,0,6,8,8,2,2,1,4,0,0,6,6,0,4,1,5,7,1,4,2,0,1,2,1,7,1,4,0,0,3,0,3,0,2,7,1,6,8,3,1,0,3,1,4,4,0,2,4,7,0,0,2,0,5,0,1,3,2,5,4,3,8,255,2.741935484,5.867461431,
s'agrandir,5,3,6,5,0,7,3,2,1,0,7,1,6,8,0,0,3,3,6,0,5,0,5,3,0,2,7,5,2,2,1,0,3,6,0,5,8,6,3,2,0,6,1,7,3,1,0,3,4,2,0,0,0,0,8,0,2,0,1,1,6,0,1,1,4,5,4,6,4,5,0,8,0,0,2,0,5,2,0,7,2,0,3,0,2,0,0,5,0,5,3,5,0,255,2.741935484,6.584852735,
